chapter,section,text
1.Getting Started,1.Getting Started,"If you were interested in seeing the history of your repository reachable from commit, say, 1a410e, you could run something like git log 1a410e to display that history, but you would still have to remember that 1a410e is the commit you want to use as the starting point for that history.
Instead, it would be easier if you had a file in which you could store that SHA-1 value under a simple name so you could use that simple name rather than the raw SHA-1 value. In Git, these simple names are called “references” or “refs”; you can find the files that contain those SHA-1 values in the .git/refs directory.
In the current project, this directory contains no files, but it does contain a simple structure: $ find .git/refs
.git/refs
.git/refs/heads
.git/refs/tags
$ find .git/refs -type f To create a new reference that will help you remember where your latest commit is, you can technically do something as simple as this: $ echo 1a410efbd13591db07496601ebc7a059dd55cfe9 > .git/refs/heads/master Now, you can use the head reference you just created instead of the SHA-1 value in your Git commands: $ git log --pretty=oneline master
1a410efbd13591db07496601ebc7a059dd55cfe9 Third commit
cac0cab538b970a37ea1e769cbbde608743bc96d Second commit
fdf4fc3344e67ab068f836878b6c4951e3b15f3d First commit You aren’t encouraged to directly edit the reference files; instead, Git provides the safer command git update-ref to do this if you want to update a reference: $ git update-ref refs/heads/master 1a410efbd13591db07496601ebc7a059dd55cfe9 That’s basically what a branch in Git is: a simple pointer or reference to the head of a line of work.
To create a branch back at the second commit, you can do this: $ git update-ref refs/heads/test cac0ca Your branch will contain only work from that commit down: $ git log --pretty=oneline test
cac0cab538b970a37ea1e769cbbde608743bc96d Second commit
fdf4fc3344e67ab068f836878b6c4951e3b15f3d First commit Now, your Git database conceptually looks something like this: When you run commands like git branch <branch>, Git basically runs that update-ref command to add the SHA-1 of the last commit of the branch you’re on into whatever new reference you want to create."
1.Getting Started,The HEAD,"The question now is, when you run git branch <branch>, how does Git know the SHA-1 of the last commit?
The answer is the HEAD file. Usually the HEAD file is a symbolic reference to the branch you’re currently on.
By symbolic reference, we mean that unlike a normal reference, it contains a pointer to another reference. However in some rare cases the HEAD file may contain the SHA-1 value of a Git object.
This happens when you checkout a tag, commit, or remote branch, which puts your repository in ""detached HEAD"" state. If you look at the file, you’ll normally see something like this: $ cat .git/HEAD
ref: refs/heads/master If you run git checkout test, Git updates the file to look like this: $ cat .git/HEAD
ref: refs/heads/test When you run git commit, it creates the commit object, specifying the parent of that commit object to be whatever SHA-1 value the reference in HEAD points to. You can also manually edit this file, but again a safer command exists to do so: git symbolic-ref.
You can read the value of your HEAD via this command: $ git symbolic-ref HEAD
refs/heads/master You can also set the value of HEAD using the same command: $ git symbolic-ref HEAD refs/heads/test
$ cat .git/HEAD
ref: refs/heads/test You can’t set a symbolic reference outside of the refs style: $ git symbolic-ref HEAD test
fatal: Refusing to point HEAD outside of refs/"
1.Getting Started,Tags,"We just finished discussing Git’s three main object types (blobs, trees and commits), but there is a fourth.
The tag object is very much like a commit object — it contains a tagger, a date, a message, and a pointer.
The main difference is that a tag object generally points to a commit rather than a tree.
It’s like a branch reference, but it never moves — it always points to the same commit but gives it a friendlier name. As discussed in Git Basics, there are two types of tags: annotated and lightweight.
You can make a lightweight tag by running something like this: $ git update-ref refs/tags/v1.0 cac0cab538b970a37ea1e769cbbde608743bc96d That is all a lightweight tag is — a reference that never moves.
An annotated tag is more complex, however.
If you create an annotated tag, Git creates a tag object and then writes a reference to point to it rather than directly to the commit.
You can see this by creating an annotated tag (using the -a option): $ git tag -a v1.1 1a410efbd13591db07496601ebc7a059dd55cfe9 -m 'Test tag' Here’s the object SHA-1 value it created: $ cat .git/refs/tags/v1.1
9585191f37f7b0fb9444f35a9bf50de191beadc2 Now, run git cat-file -p on that SHA-1 value: $ git cat-file -p 9585191f37f7b0fb9444f35a9bf50de191beadc2
object 1a410efbd13591db07496601ebc7a059dd55cfe9
type commit
tag v1.1
tagger Scott Chacon <schacon@gmail.com> Sat May 23 16:48:58 2009 -0700

Test tag Notice that the object entry points to the commit SHA-1 value that you tagged.
Also notice that it doesn’t need to point to a commit; you can tag any Git object.
In the Git source code, for example, the maintainer has added their GPG public key as a blob object and then tagged it.
You can view the public key by running this in a clone of the Git repository: $ git cat-file blob junio-gpg-pub The Linux kernel repository also has a non-commit-pointing tag object — the first tag created points to the initial tree of the import of the source code."
1.Getting Started,1.Getting Started,"Throughout this book, we’ve used simple mappings from remote branches to local references, but they can be more complex.
Suppose you were following along with the last couple sections and had created a small local Git repository, and now wanted to add a remote to it: $ git remote add origin https://github.com/schacon/simplegit-progit Running the command above adds a section to your repository’s .git/config file, specifying the name of the remote (origin), the URL of the remote repository, and the refspec to be used for fetching: [remote ""origin""]
	url = https://github.com/schacon/simplegit-progit
	fetch = +refs/heads/*:refs/remotes/origin/* The format of the refspec is, first, an optional +, followed by <src>:<dst>, where <src> is the pattern for references on the remote side and <dst> is where those references will be tracked locally.
The + tells Git to update the reference even if it isn’t a fast-forward. In the default case that is automatically written by a git remote add origin command, Git fetches all the references under refs/heads/ on the server and writes them to refs/remotes/origin/ locally.
So, if there is a master branch on the server, you can access the log of that branch locally via any of the following: $ git log origin/master
$ git log remotes/origin/master
$ git log refs/remotes/origin/master They’re all equivalent, because Git expands each of them to refs/remotes/origin/master. If you want Git instead to pull down only the master branch each time, and not every other branch on the remote server, you can change the fetch line to refer to that branch only: fetch = +refs/heads/master:refs/remotes/origin/master This is just the default refspec for git fetch for that remote.
If you want to do a one-time only fetch, you can specify the specific refspec on the command line, too.
To pull the master branch on the remote down to origin/mymaster locally, you can run: $ git fetch origin master:refs/remotes/origin/mymaster You can also specify multiple refspecs.
On the command line, you can pull down several branches like so: $ git fetch origin master:refs/remotes/origin/mymaster \
	 topic:refs/remotes/origin/topic
From git@github.com:schacon/simplegit
 ! [rejected]        master     -> origin/mymaster  (non fast forward)
 * [new branch]      topic      -> origin/topic In this case, the master branch pull was rejected because it wasn’t listed as a fast-forward reference.
You can override that by specifying the + in front of the refspec. You can also specify multiple refspecs for fetching in your configuration file.
If you want to always fetch the master and experiment branches from the origin remote, add two lines: [remote ""origin""]
	url = https://github.com/schacon/simplegit-progit
	fetch = +refs/heads/master:refs/remotes/origin/master
	fetch = +refs/heads/experiment:refs/remotes/origin/experiment Since Git 2.6.0 you can use partial globs in the pattern to match multiple branches, so this works: fetch = +refs/heads/qa*:refs/remotes/origin/qa* Even better, you can use namespaces (or directories) to accomplish the same with more structure.
If you have a QA team that pushes a series of branches, and you want to get the master branch and any of the QA team’s branches but nothing else, you can use a config section like this: [remote ""origin""]
	url = https://github.com/schacon/simplegit-progit
	fetch = +refs/heads/master:refs/remotes/origin/master
	fetch = +refs/heads/qa/*:refs/remotes/origin/qa/* If you have a complex workflow process that has a QA team pushing branches, developers pushing branches, and integration teams pushing and collaborating on remote branches, you can namespace them easily this way."
1.Getting Started,Pushing Refspecs,"It’s nice that you can fetch namespaced references that way, but how does the QA team get their branches into a qa/ namespace in the first place?
You accomplish that by using refspecs to push. If the QA team wants to push their master branch to qa/master on the remote server, they can run: $ git push origin master:refs/heads/qa/master If they want Git to do that automatically each time they run git push origin, they can add a push value to their config file: [remote ""origin""]
	url = https://github.com/schacon/simplegit-progit
	fetch = +refs/heads/*:refs/remotes/origin/*
	push = refs/heads/master:refs/heads/qa/master Again, this will cause a git push origin to push the local master branch to the remote qa/master branch by default. You cannot use the refspec to fetch from one repository and push to another one.
For an example to do so, refer to Keep your GitHub public repository up-to-date."
1.Getting Started,1.Getting Started,"Git can transfer data between two repositories in two major ways: the “dumb” protocol and the “smart” protocol.
This section will quickly cover how these two main protocols operate."
1.Getting Started,The Dumb Protocol,"If you’re setting up a repository to be served read-only over HTTP, the dumb protocol is likely what will be used.
This protocol is called “dumb” because it requires no Git-specific code on the server side during the transport process; the fetch process is a series of HTTP GET requests, where the client can assume the layout of the Git repository on the server. The dumb protocol is fairly rarely used these days.
It’s difficult to secure or make private, so most Git hosts (both cloud-based and on-premises) will refuse to use it.
It’s generally advised to use the smart protocol, which we describe a bit further on. Let’s follow the http-fetch process for the simplegit library: $ git clone http://server/simplegit-progit.git The first thing this command does is pull down the info/refs file.
This file is written by the update-server-info command, which is why you need to enable that as a post-receive hook in order for the HTTP transport to work properly: => GET info/refs
ca82a6dff817ec66f44342007202690a93763949     refs/heads/master Now you have a list of the remote references and SHA-1s.
Next, you look for what the HEAD reference is so you know what to check out when you’re finished: => GET HEAD
ref: refs/heads/master You need to check out the master branch when you’ve completed the process.
At this point, you’re ready to start the walking process.
Because your starting point is the ca82a6 commit object you saw in the info/refs file, you start by fetching that: => GET objects/ca/82a6dff817ec66f44342007202690a93763949
(179 bytes of binary data) You get an object back – that object is in loose format on the server, and you fetched it over a static HTTP GET request.
You can zlib-uncompress it, strip off the header, and look at the commit content: $ git cat-file -p ca82a6dff817ec66f44342007202690a93763949
tree cfda3bf379e4f8dba8717dee55aab78aef7f4daf
parent 085bb3bcb608e1e8451d4b2432f8ecbe6306e7e7
author Scott Chacon <schacon@gmail.com> 1205815931 -0700
committer Scott Chacon <schacon@gmail.com> 1240030591 -0700

Change version number Next, you have two more objects to retrieve – cfda3b, which is the tree of content that the commit we just retrieved points to; and 085bb3, which is the parent commit: => GET objects/08/5bb3bcb608e1e8451d4b2432f8ecbe6306e7e7
(179 bytes of data) That gives you your next commit object.
Grab the tree object: => GET objects/cf/da3bf379e4f8dba8717dee55aab78aef7f4daf
(404 - Not Found) Oops – it looks like that tree object isn’t in loose format on the server, so you get a 404 response back.
There are a couple of reasons for this – the object could be in an alternate repository, or it could be in a packfile in this repository.
Git checks for any listed alternates first: => GET objects/info/http-alternates
(empty file) If this comes back with a list of alternate URLs, Git checks for loose files and packfiles there – this is a nice mechanism for projects that are forks of one another to share objects on disk.
However, because no alternates are listed in this case, your object must be in a packfile.
To see what packfiles are available on this server, you need to get the objects/info/packs file, which contains a listing of them (also generated by update-server-info): => GET objects/info/packs
P pack-816a9b2334da9953e530f27bcac22082a9f5b835.pack There is only one packfile on the server, so your object is obviously in there, but you’ll check the index file to make sure.
This is also useful if you have multiple packfiles on the server, so you can see which packfile contains the object you need: => GET objects/pack/pack-816a9b2334da9953e530f27bcac22082a9f5b835.idx
(4k of binary data) Now that you have the packfile index, you can see if your object is in it – because the index lists the SHA-1s of the objects contained in the packfile and the offsets to those objects.
Your object is there, so go ahead and get the whole packfile: => GET objects/pack/pack-816a9b2334da9953e530f27bcac22082a9f5b835.pack
(13k of binary data) You have your tree object, so you continue walking your commits.
They’re all also within the packfile you just downloaded, so you don’t have to do any more requests to your server.
Git checks out a working copy of the master branch that was pointed to by the HEAD reference you downloaded at the beginning."
1.Getting Started,The Smart Protocol,"The dumb protocol is simple but a bit inefficient, and it can’t handle writing of data from the client to the server.
The smart protocol is a more common method of transferring data, but it requires a process on the remote end that is intelligent about Git – it can read local data, figure out what the client has and needs, and generate a custom packfile for it.
There are two sets of processes for transferring data: a pair for uploading data and a pair for downloading data. To upload data to a remote process, Git uses the send-pack and receive-pack processes.
The send-pack process runs on the client and connects to a receive-pack process on the remote side. For example, say you run git push origin master in your project, and origin is defined as a URL that uses the SSH protocol.
Git fires up the send-pack process, which initiates a connection over SSH to your server.
It tries to run a command on the remote server via an SSH call that looks something like this: $ ssh -x git@server ""git-receive-pack 'simplegit-progit.git'""
00a5ca82a6dff817ec66f4437202690a93763949 refs/heads/master□report-status \
	delete-refs side-band-64k quiet ofs-delta \
	agent=git/2:2.1.1+github-607-gfba4028 delete-refs
0000 The git-receive-pack command immediately responds with one line for each reference it currently has – in this case, just the master branch and its SHA-1.
The first line also has a list of the server’s capabilities (here, report-status, delete-refs, and some others, including the client identifier). The data is transmitted in chunks.
Each chunk starts with a 4-character hex value specifying how long the chunk is (including the 4 bytes of the length itself).
Chunks usually contain a single line of data and a trailing linefeed.
Your first chunk starts with 00a5, which is hexadecimal for 165, meaning the chunk is 165 bytes long.
The next chunk is 0000, meaning the server is done with its references listing. Now that it knows the server’s state, your send-pack process determines what commits it has that the server doesn’t.
For each reference that this push will update, the send-pack process tells the receive-pack process that information.
For instance, if you’re updating the master branch and adding an experiment branch, the send-pack response may look something like this: 0076ca82a6dff817ec66f44342007202690a93763949 15027957951b64cf874c3557a0f3547bd83b3ff6 \
	refs/heads/master report-status
006c0000000000000000000000000000000000000000 cdfdb42577e2506715f8cfeacdbabc092bf63e8d \
	refs/heads/experiment
0000 Git sends a line for each reference you’re updating with the line’s length, the old SHA-1, the new SHA-1, and the reference that is being updated.
The first line also has the client’s capabilities.
The SHA-1 value of all '0’s means that nothing was there before – because you’re adding the experiment reference.
If you were deleting a reference, you would see the opposite: all '0’s on the right side. Next, the client sends a packfile of all the objects the server doesn’t have yet.
Finally, the server responds with a success (or failure) indication: 000eunpack ok This process is mostly the same over HTTP, though the handshaking is a bit different.
The connection is initiated with this request: => GET http://server/simplegit-progit.git/info/refs?service=git-receive-pack
001f# service=git-receive-pack
00ab6c5f0e45abd7832bf23074a333f739977c9e8188 refs/heads/master□report-status \
	delete-refs side-band-64k quiet ofs-delta \
	agent=git/2:2.1.1~vmg-bitmaps-bugaloo-608-g116744e
0000 That’s the end of the first client-server exchange.
The client then makes another request, this time a POST, with the data that send-pack provides. => POST http://server/simplegit-progit.git/git-receive-pack The POST request includes the send-pack output and the packfile as its payload.
The server then indicates success or failure with its HTTP response. Keep in mind the HTTP protocol may further wrap this data inside a chunked transfer encoding. When you download data, the fetch-pack and upload-pack processes are involved.
The client initiates a fetch-pack process that connects to an upload-pack process on the remote side to negotiate what data will be transferred down. If you’re doing the fetch over SSH, fetch-pack runs something like this: $ ssh -x git@server ""git-upload-pack 'simplegit-progit.git'"" After fetch-pack connects, upload-pack sends back something like this: 00dfca82a6dff817ec66f44342007202690a93763949 HEAD□multi_ack thin-pack \
	side-band side-band-64k ofs-delta shallow no-progress include-tag \
	multi_ack_detailed symref=HEAD:refs/heads/master \
	agent=git/2:2.1.1+github-607-gfba4028
003fe2409a098dc3e53539a9028a94b6224db9d6a6b6 refs/heads/master
0000 This is very similar to what receive-pack responds with, but the capabilities are different.
In addition, it sends back what HEAD points to (symref=HEAD:refs/heads/master) so the client knows what to check out if this is a clone. At this point, the fetch-pack process looks at what objects it has and responds with the objects that it needs by sending “want” and then the SHA-1 it wants.
It sends all the objects it already has with “have” and then the SHA-1.
At the end of this list, it writes “done” to initiate the upload-pack process to begin sending the packfile of the data it needs: 003cwant ca82a6dff817ec66f44342007202690a93763949 ofs-delta
0032have 085bb3bcb608e1e8451d4b2432f8ecbe6306e7e7
0009done
0000 The handshake for a fetch operation takes two HTTP requests.
The first is a GET to the same endpoint used in the dumb protocol: => GET $GIT_URL/info/refs?service=git-upload-pack
001e# service=git-upload-pack
00e7ca82a6dff817ec66f44342007202690a93763949 HEAD□multi_ack thin-pack \
	side-band side-band-64k ofs-delta shallow no-progress include-tag \
	multi_ack_detailed no-done symref=HEAD:refs/heads/master \
	agent=git/2:2.1.1+github-607-gfba4028
003fca82a6dff817ec66f44342007202690a93763949 refs/heads/master
0000 This is very similar to invoking git-upload-pack over an SSH connection, but the second exchange is performed as a separate request: => POST $GIT_URL/git-upload-pack HTTP/1.0
0032want 0a53e9ddeaddad63ad106860237bbf53411d11a7
0032have 441b40d833fdfa93eb2908e52742248faf0ee993
0000 Again, this is the same format as above.
The response to this request indicates success or failure, and includes the packfile."
1.Getting Started,1.Getting Started,"Occasionally, you may have to do some cleanup – make a repository more compact, clean up an imported repository, or recover lost work.
This section will cover some of these scenarios."
1.Getting Started,Maintenance,"Occasionally, Git automatically runs a command called “auto gc”.
Most of the time, this command does nothing.
However, if there are too many loose objects (objects not in a packfile) or too many packfiles, Git launches a full-fledged git gc command.
The “gc” stands for garbage collect, and the command does a number of things: it gathers up all the loose objects and places them in packfiles, it consolidates packfiles into one big packfile, and it removes objects that aren’t reachable from any commit and are a few months old. You can run auto gc manually as follows: $ git gc --auto Again, this generally does nothing.
You must have around 7,000 loose objects or more than 50 packfiles for Git to fire up a real gc command.
You can modify these limits with the gc.auto and gc.autopacklimit config settings, respectively. The other thing gc will do is pack up your references into a single file.
Suppose your repository contains the following branches and tags: $ find .git/refs -type f
.git/refs/heads/experiment
.git/refs/heads/master
.git/refs/tags/v1.0
.git/refs/tags/v1.1 If you run git gc, you’ll no longer have these files in the refs directory.
Git will move them for the sake of efficiency into a file named .git/packed-refs that looks like this: $ cat .git/packed-refs
# pack-refs with: peeled fully-peeled
cac0cab538b970a37ea1e769cbbde608743bc96d refs/heads/experiment
ab1afef80fac8e34258ff41fc1b867c702daa24b refs/heads/master
cac0cab538b970a37ea1e769cbbde608743bc96d refs/tags/v1.0
9585191f37f7b0fb9444f35a9bf50de191beadc2 refs/tags/v1.1
^1a410efbd13591db07496601ebc7a059dd55cfe9 If you update a reference, Git doesn’t edit this file but instead writes a new file to refs/heads.
To get the appropriate SHA-1 for a given reference, Git checks for that reference in the refs directory and then checks the packed-refs file as a fallback.
So if you can’t find a reference in the refs directory, it’s probably in your packed-refs file. Notice the last line of the file, which begins with a ^.
This means the tag directly above is an annotated tag and that line is the commit that the annotated tag points to."
1.Getting Started,Data Recovery,"At some point in your Git journey, you may accidentally lose a commit.
Generally, this happens because you force-delete a branch that had work on it, and it turns out you wanted the branch after all; or you hard-reset a branch, thus abandoning commits that you wanted something from.
Assuming this happens, how can you get your commits back? Here’s an example that hard-resets the master branch in your test repository to an older commit and then recovers the lost commits.
First, let’s review where your repository is at this point: $ git log --pretty=oneline
ab1afef80fac8e34258ff41fc1b867c702daa24b Modify repo.rb a bit
484a59275031909e19aadb7c92262719cfcdf19a Create repo.rb
1a410efbd13591db07496601ebc7a059dd55cfe9 Third commit
cac0cab538b970a37ea1e769cbbde608743bc96d Second commit
fdf4fc3344e67ab068f836878b6c4951e3b15f3d First commit Now, move the master branch back to the middle commit: $ git reset --hard 1a410efbd13591db07496601ebc7a059dd55cfe9
HEAD is now at 1a410ef Third commit
$ git log --pretty=oneline
1a410efbd13591db07496601ebc7a059dd55cfe9 Third commit
cac0cab538b970a37ea1e769cbbde608743bc96d Second commit
fdf4fc3344e67ab068f836878b6c4951e3b15f3d First commit You’ve effectively lost the top two commits – you have no branch from which those commits are reachable.
You need to find the latest commit SHA-1 and then add a branch that points to it.
The trick is finding that latest commit SHA-1 – it’s not like you’ve memorized it, right? Often, the quickest way is to use a tool called git reflog.
As you’re working, Git silently records what your HEAD is every time you change it.
Each time you commit or change branches, the reflog is updated.
The reflog is also updated by the git update-ref command, which is another reason to use it instead of just writing the SHA-1 value to your ref files, as we covered in Git References.
You can see where you’ve been at any time by running git reflog: $ git reflog
1a410ef HEAD@{0}: reset: moving to 1a410ef
ab1afef HEAD@{1}: commit: Modify repo.rb a bit
484a592 HEAD@{2}: commit: Create repo.rb Here we can see the two commits that we have had checked out, however there is not much information here.
To see the same information in a much more useful way, we can run git log -g, which will give you a normal log output for your reflog. $ git log -g
commit 1a410efbd13591db07496601ebc7a059dd55cfe9
Reflog: HEAD@{0} (Scott Chacon <schacon@gmail.com>)
Reflog message: updating HEAD
Author: Scott Chacon <schacon@gmail.com>
Date:   Fri May 22 18:22:37 2009 -0700

		Third commit

commit ab1afef80fac8e34258ff41fc1b867c702daa24b
Reflog: HEAD@{1} (Scott Chacon <schacon@gmail.com>)
Reflog message: updating HEAD
Author: Scott Chacon <schacon@gmail.com>
Date:   Fri May 22 18:15:24 2009 -0700

       Modify repo.rb a bit It looks like the bottom commit is the one you lost, so you can recover it by creating a new branch at that commit.
For example, you can start a branch named recover-branch at that commit (ab1afef): $ git branch recover-branch ab1afef
$ git log --pretty=oneline recover-branch
ab1afef80fac8e34258ff41fc1b867c702daa24b Modify repo.rb a bit
484a59275031909e19aadb7c92262719cfcdf19a Create repo.rb
1a410efbd13591db07496601ebc7a059dd55cfe9 Third commit
cac0cab538b970a37ea1e769cbbde608743bc96d Second commit
fdf4fc3344e67ab068f836878b6c4951e3b15f3d First commit Cool – now you have a branch named recover-branch that is where your master branch used to be, making the first two commits reachable again.
Next, suppose your loss was for some reason not in the reflog – you can simulate that by removing recover-branch and deleting the reflog.
Now the first two commits aren’t reachable by anything: $ git branch -D recover-branch
$ rm -Rf .git/logs/ Because the reflog data is kept in the .git/logs/ directory, you effectively have no reflog.
How can you recover that commit at this point?
One way is to use the git fsck utility, which checks your database for integrity.
If you run it with the --full option, it shows you all objects that aren’t pointed to by another object: $ git fsck --full
Checking object directories: 100% (256/256), done.
Checking objects: 100% (18/18), done.
dangling blob d670460b4b4aece5915caf5c68d12f560a9fe3e4
dangling commit ab1afef80fac8e34258ff41fc1b867c702daa24b
dangling tree aea790b9a58f6cf6f2804eeac9f0abbe9631e4c9
dangling blob 7108f7ecb345ee9d0084193f147cdad4d2998293 In this case, you can see your missing commit after the string “dangling commit”.
You can recover it the same way, by adding a branch that points to that SHA-1."
1.Getting Started,1.Getting Started,"Git always runs inside a bash shell, and uses a number of shell environment variables to determine how it behaves.
Occasionally, it comes in handy to know what these are, and how they can be used to make Git behave the way you want it to.
This isn’t an exhaustive list of all the environment variables Git pays attention to, but we’ll cover the most useful."
1.Getting Started,Global Behavior,"Some of Git’s general behavior as a computer program depends on environment variables. GIT_EXEC_PATH determines where Git looks for its sub-programs (like git-commit, git-diff, and others).
You can check the current setting by running git --exec-path. HOME isn’t usually considered customizable (too many other things depend on it), but it’s where Git looks for the global configuration file.
If you want a truly portable Git installation, complete with global configuration, you can override HOME in the portable Git’s shell profile. PREFIX is similar, but for the system-wide configuration.
Git looks for this file at $PREFIX/etc/gitconfig. GIT_CONFIG_NOSYSTEM, if set, disables the use of the system-wide configuration file.
This is useful if your system config is interfering with your commands, but you don’t have access to change or remove it. GIT_PAGER controls the program used to display multi-page output on the command line.
If this is unset, PAGER will be used as a fallback. GIT_EDITOR is the editor Git will launch when the user needs to edit some text (a commit message, for example).
If unset, EDITOR will be used."
1.Getting Started,Repository Locations,"Git uses several environment variables to determine how it interfaces with the current repository. GIT_DIR is the location of the .git folder.
If this isn’t specified, Git walks up the directory tree until it gets to ~ or /, looking for a .git directory at every step. GIT_CEILING_DIRECTORIES controls the behavior of searching for a .git directory.
If you access directories that are slow to load (such as those on a tape drive, or across a slow network connection), you may want to have Git stop trying earlier than it might otherwise, especially if Git is invoked when building your shell prompt. GIT_WORK_TREE is the location of the root of the working directory for a non-bare repository.
If --git-dir or GIT_DIR is specified but none of --work-tree, GIT_WORK_TREE or core.worktree is specified, the current working directory is regarded as the top level of your working tree. GIT_INDEX_FILE is the path to the index file (non-bare repositories only). GIT_OBJECT_DIRECTORY can be used to specify the location of the directory that usually resides at .git/objects. GIT_ALTERNATE_OBJECT_DIRECTORIES is a colon-separated list (formatted like /dir/one:/dir/two:…) which tells Git where to check for objects if they aren’t in GIT_OBJECT_DIRECTORY.
If you happen to have a lot of projects with large files that have the exact same contents, this can be used to avoid storing too many copies of them."
1.Getting Started,Pathspecs,"A “pathspec” refers to how you specify paths to things in Git, including the use of wildcards.
These are used in the .gitignore file, but also on the command-line (git add *.c). GIT_GLOB_PATHSPECS and GIT_NOGLOB_PATHSPECS control the default behavior of wildcards in pathspecs.
If GIT_GLOB_PATHSPECS is set to 1, wildcard characters act as wildcards (which is the default); if GIT_NOGLOB_PATHSPECS is set to 1, wildcard characters only match themselves, meaning something like *.c would only match a file named “\*.c”, rather than any file whose name ends with .c.
You can override this in individual cases by starting the pathspec with :(glob) or :(literal), as in :(glob)\*.c. GIT_LITERAL_PATHSPECS disables both of the above behaviors; no wildcard characters will work, and the override prefixes are disabled as well. GIT_ICASE_PATHSPECS sets all pathspecs to work in a case-insensitive manner."
1.Getting Started,Committing,"The final creation of a Git commit object is usually done by git-commit-tree, which uses these environment variables as its primary source of information, falling back to configuration values only if these aren’t present. GIT_AUTHOR_NAME is the human-readable name in the “author” field. GIT_AUTHOR_EMAIL is the email for the “author” field. GIT_AUTHOR_DATE is the timestamp used for the “author” field. GIT_COMMITTER_NAME sets the human name for the “committer” field. GIT_COMMITTER_EMAIL is the email address for the “committer” field. GIT_COMMITTER_DATE is used for the timestamp in the “committer” field. EMAIL is the fallback email address in case the user.email configuration value isn’t set.
If this isn’t set, Git falls back to the system user and host names."
1.Getting Started,Networking,"Git uses the curl library to do network operations over HTTP, so GIT_CURL_VERBOSE tells Git to emit all the messages generated by that library.
This is similar to doing curl -v on the command line. GIT_SSL_NO_VERIFY tells Git not to verify SSL certificates.
This can sometimes be necessary if you’re using a self-signed certificate to serve Git repositories over HTTPS, or you’re in the middle of setting up a Git server but haven’t installed a full certificate yet. If the data rate of an HTTP operation is lower than GIT_HTTP_LOW_SPEED_LIMIT bytes per second for longer than GIT_HTTP_LOW_SPEED_TIME seconds, Git will abort that operation.
These values override the http.lowSpeedLimit and http.lowSpeedTime configuration values. GIT_HTTP_USER_AGENT sets the user-agent string used by Git when communicating over HTTP.
The default is a value like git/2.0.0."
1.Getting Started,Diffing and Merging,"GIT_DIFF_OPTS is a bit of a misnomer.
The only valid values are -u<n> or --unified=<n>, which controls the number of context lines shown in a git diff command. GIT_EXTERNAL_DIFF is used as an override for the diff.external configuration value.
If it’s set, Git will invoke this program when git diff is invoked. GIT_DIFF_PATH_COUNTER and GIT_DIFF_PATH_TOTAL are useful from inside the program specified by GIT_EXTERNAL_DIFF or diff.external.
The former represents which file in a series is being diffed (starting with 1), and the latter is the total number of files in the batch. GIT_MERGE_VERBOSITY controls the output for the recursive merge strategy.
The allowed values are as follows: 0 outputs nothing, except possibly a single error message. 1 shows only conflicts. 2 also shows file changes. 3 shows when files are skipped because they haven’t changed. 4 shows all paths as they are processed. 5 and above show detailed debugging information. The default value is 2."
